carat_weight,total_sales_price,cut,color,clarity
0.72,2386,9,8,7
0.7,2386,9,7,2
0.5,2386,5,0,7
0.5,2386,9,3,2
0.5,2386,4,3,5
0.71,2386,9,8,1
0.64,2386,9,7,7
1.02,2387,1,10,5
0.17,2387,4,10,2
0.47,2387,1,10,5
1.02,2387,6,10,0
1.02,2387,3,10,2
0.52,2387,5,10,7
0.78,2387,6,10,5
0.51,2388,9,4,4
0.51,2388,9,4,4
0.55,2388,9,5,5
0.5,2388,9,0,5
0.5,2388,9,4,2
0.5,2388,9,4,2
0.5,2388,9,5,5
0.5,2388,9,4,2
0.5,2388,9,4,2
0.52,2388,7,3,4
0.45,2388,7,2,7
0.5,2388,7,2,4
0.5,2388,6,3,5
0.51,2388,9,4,4
0.5,2388,9,5,5
0.5,2388,9,5,5
0.5,2388,9,5,5
0.5,2388,9,5,5
0.5,2388,9,4,2
0.5,2388,9,4,2
0.5,2388,9,4,2
0.55,2388,9,5,6
0.51,2388,9,5,4
0.5,2388,9,4,2
0.51,2388,4,4,6
0.5,2388,2,2,4
0.5,2388,9,4,2
0.5,2388,9,0,2
0.51,2388,5,0,7
0.69,2388,3,2,3
0.9,2388,6,7,2
0.5,2388,9,5,5
0.5,2388,9,4,5
0.5,2388,9,4,2
0.5,2388,9,5,5
0.5,2388,9,4,2
0.5,2388,9,5,5
0.54,2388,8,1,7
0.51,2388,9,6,1
0.51,2388,6,3,7
0.52,2388,4,4,6
0.51,2388,3,1,7
0.5,2388,9,4,5
0.5,2388,9,4,2
0.5,2388,8,2,4
0.7,2388,9,8,5
0.59,2388,9,3,3
0.6,2388,9,4,3
0.6,2388,9,4,3
0.5,2388,9,4,2
0.5,2388,9,4,2
0.55,2388,9,4,2
0.52,2388,8,3,6
0.51,2388,6,1,5
0.5,2388,2,0,7
0.51,2388,7,1,6
0.72,2389,1,10,6
0.72,2389,1,10,6
0.58,2390,9,1,3
0.56,2390,9,6,4
0.91,2390,5,0,0
0.51,2390,6,1,7
0.59,2390,9,3,3
0.59,2390,9,6,4
0.71,2390,3,2,0
0.56,2390,9,6,4
0.5,2390,5,2,6
0.5,2390,6,0,4
0.4,2390,9,1,6
0.55,2390,9,2,2
0.53,2390,9,0,2
0.5,2390,9,3,2
0.59,2390,9,5,2
0.44,2392,9,0,7
0.6,2392,9,5,3
0.6,2392,9,5,3
0.6,2392,9,5,3
0.54,2392,9,5,2
0.54,2392,7,2,5
0.61,2392,9,2,3
0.52,2392,9,0,2
0.41,2392,9,0,6
0.7,2392,5,7,0
0.42,2392,9,3,6
0.42,2392,9,3,6
0.6,2392,9,1,0
0.63,2392,9,5,7
0.52,2392,9,7,7
0.52,2392,9,7,7
0.5,2392,9,6,4
0.5,2392,9,2,5
0.7,2392,9,5,3
0.4,2392,9,0,7
0.6,2392,9,0,3
0.52,2392,6,0,6
0.5,2392,9,2,5
0.5,2392,9,4,2
0.5,2392,9,5,4
0.55,2392,9,5,2
0.5,2392,9,5,4
0.53,2392,8,3,6
0.53,2392,3,1,4
0.5,2392,9,5,4
0.52,2392,9,0,5
0.5,2392,9,3,2
0.5,2392,9,5,4
0.47,2393,3,10,2
0.47,2393,3,10,2
0.51,2394,9,0,4
0.52,2394,9,4,4
0.9,2394,5,6,0
0.57,2394,9,5,6
0.5,2394,9,1,4
0.52,2394,9,4,4
0.57,2394,9,0,3
0.54,2394,9,4,2
0.51,2394,9,4,5
0.76,2394,9,8,2
0.63,2394,9,5,3
0.63,2394,5,4,3
0.55,2394,9,1,3
0.7,2394,9,1,0
0.38,2394,1,10,5
0.51,2394,7,3,1
0.5,2394,9,3,7
0.6,2394,9,1,0
0.5,2394,9,3,2
0.5,2394,9,3,2
0.57,2394,9,2,3
0.19,2394,1,10,0
0.8,2394,9,8,5
0.62,2394,9,3,3
0.57,2394,9,0,3
0.5,2394,9,5,4
0.51,2394,5,3,1
0.7,2394,5,10,7
0.5,2394,9,3,7
0.5,2394,5,0,6
0.55,2394,5,2,5
0.7,2394,5,10,2
0.63,2394,2,5,4
0.5,2394,2,1,1
0.76,2394,5,10,4
0.7,2394,1,10,2
0.53,2394,9,4,5
0.55,2394,7,3,6
0.5,2394,9,3,2
0.6,2394,8,1,2
0.5,2394,9,3,2
0.55,2394,6,0,5
0.53,2394,9,4,5
0.4,2394,9,2,1
0.61,2394,9,2,0
0.5,2394,9,3,7
0.42,2394,9,2,6
0.5,2394,2,0,6
0.51,2394,6,1,7
0.4,2394,9,0,1
0.4,2394,9,0,1
0.62,2396,9,2,3
0.59,2396,9,1,3
0.54,2396,9,6,6
0.51,2396,9,3,7
0.7,2396,9,5,3
0.6,2396,2,4,4
0.7,2396,9,5,3
0.5,2396,9,4,2
0.59,2396,9,1,3
0.59,2396,2,3,4
0.57,2396,9,5,7
0.55,2396,8,10,2
0.55,2396,1,10,2
0.55,2396,8,10,2
0.5,2396,9,5,4
0.5,2396,5,2,4
0.51,2396,6,3,4
0.5,2396,7,1,4
0.5,2396,2,0,4
0.5,2396,2,0,4
0.51,2396,7,3,4
0.56,2396,9,5,5
0.5,2396,9,4,4
0.56,2396,8,3,4
0.61,2396,9,6,4
0.5,2396,9,4,4
0.5,2396,9,4,4
0.43,2398,9,0,7
0.6,2398,9,6,4
0.6,2398,9,3,3
0.6,2398,9,3,3
0.5,2398,9,1,4
0.6,2398,9,6,5
0.6,2398,2,5,6
0.5,2398,9,2,2
0.5,2398,9,2,2
0.5,2398,9,1,2
0.6,2398,1,10,2
0.6,2398,5,10,2
0.6,2398,9,5,2
0.71,2398,9,8,5
0.51,2398,4,2,5
0.5,2398,5,0,4
0.6,2398,5,10,2
0.52,2398,7,2,7
0.5,2398,9,3,2
0.71,2398,5,7,1
0.5,2398,6,0,4
0.5,2398,5,0,4
0.6,2398,9,3,3
0.54,2398,7,3,7
0.72,2398,1,10,4
0.52,2398,2,1,6
0.5,2398,9,2,2
0.52,2398,9,6,6
0.5,2398,9,1,2
0.5,2398,9,0,2
0.5,2398,9,4,4
0.5,2398,9,4,4
0.5,2398,9,4,4
0.71,2398,9,7,4
0.52,2398,9,6,6
0.5,2398,9,1,2
0.5,2398,9,2,2
0.5,2398,9,0,2
0.5,2398,9,3,2
0.5,2398,3,1,4
0.5,2398,9,5,7
0.58,2398,9,3,3
0.5,2398,9,1,3
0.5,2398,9,5,7
0.5,2398,9,5,7
0.5,2398,9,2,2
0.5,2398,9,2,2
0.52,2398,5,10,4
0.5,2398,9,1,2
0.5,2398,9,1,3
0.5,2398,9,5,6
0.8,2400,9,9,2
0.5,2400,9,3,4
1.0,2400,9,5,0
0.5,2400,9,4,7
0.5,2400,9,0,3
0.5,2400,9,5,3
0.46,2400,9,3,6
0.5,2400,9,3,2
0.5,2400,9,3,2
0.4,2400,9,1,4
0.4,2400,9,1,4
0.5,2400,9,1,2
0.5,2400,9,4,4
0.5,2400,9,2,5
0.5,2400,9,3,4
0.5,2400,9,2,5
0.6,2400,9,6,5
0.71,2400,9,6,3
0.71,2400,9,7,5
0.5,2400,9,0,5
0.5,2400,9,2,5
0.4,2400,9,2,7
0.4,2400,9,2,7
0.4,2400,9,2,7
0.4,2400,9,2,7
0.4,2400,9,1,4
0.4,2400,9,3,6
0.4,2400,9,3,6
0.4,2400,9,3,6
0.5,2400,9,5,3
0.6,2400,9,6,5
0.71,2400,2,6,5
0.5,2400,7,2,7
0.5,2400,5,0,5
0.5,2400,9,1,5
0.5,2400,5,3,7
0.5,2400,4,3,6
0.53,2400,9,4,2
0.6,2400,4,5,4
0.5,2400,4,2,7
0.5,2400,6,3,6
0.5,2400,9,4,7
0.5,2400,6,3,6
0.5,2400,5,0,5
0.5,2400,6,1,4
0.4,2400,6,2,1
0.5,2400,9,2,5
0.5,2400,8,1,4
0.56,2400,7,1,6
0.53,2400,9,5,5
0.5,2400,9,0,3
0.5,2400,4,0,5
0.5,2400,2,2,7
0.5,2400,5,4,6
0.62,2400,5,10,7
0.5,2400,5,2,7
0.5,2400,5,1,5
0.5,2400,2,1,4
0.5,2400,3,1,4
1.11,2400,6,10,5
0.5,2400,9,3,4
0.5,2400,9,3,4
0.5,2400,9,5,4
0.5,2400,8,0,5
0.5,2400,8,2,7
0.5,2400,9,4,7
0.49,2400,9,0,2
0.5,2400,9,3,4
0.5,2400,9,3,4
0.5,2400,9,5,4
0.5,2400,2,0,5
0.6,2400,9,6,5
0.58,2400,9,3,3
0.52,2400,3,3,4
0.5,2400,2,2,7
0.51,2402,9,4,2
0.8,2402,9,9,2
0.8,2402,9,8,3
0.57,2402,9,5,2
0.71,2402,9,8,3
0.46,2402,9,1,4
0.58,2402,6,10,2
0.6,2402,4,0,3
0.5,2402,9,3,2
0.57,2402,3,5,1
0.57,2402,7,4,4
0.5,2402,9,0,2
0.4,2402,3,1,1
0.55,2402,5,1,5
0.6,2402,9,1,3
0.6,2402,9,6,6
0.5,2402,9,5,4
0.5,2402,9,0,2
0.58,2402,2,1,5
0.7,2402,9,7,4
0.45,2402,9,0,5
0.5,2402,9,0,2
0.5,2402,9,4,5
0.5,2402,9,5,5
0.58,2404,9,6,6
0.7,2404,4,8,1
0.74,2404,5,6,6
0.52,2404,9,5,7
0.52,2404,9,2,2
0.51,2404,9,4,2
0.5,2404,9,3,2
0.51,2404,9,4,2
0.6,2404,9,4,3
0.7,2404,9,6,3
0.5,2404,9,4,2
0.6,2404,9,5,5
0.5,2404,9,4,2
0.5,2404,9,4,2
0.5,2404,9,4,2
0.7,2404,9,6,3
0.52,2404,9,3,2
0.5,2404,9,4,2
0.5,2404,9,4,2
0.7,2404,9,7,5
0.7,2404,9,6,3
0.5,2404,9,4,2
0.5,2404,9,4,2
0.57,2404,9,4,2
0.77,2404,9,6,3
0.78,2404,9,8,4
0.51,2404,6,0,6
0.5,2404,9,5,5
0.5,2404,9,5,5
0.5,2404,9,4,2
0.52,2404,9,5,4
0.6,2404,6,4,2
0.7,2404,9,6,3
0.6,2404,9,4,3
0.51,2404,9,5,5
0.7,2404,9,6,3
0.51,2404,0,1,1
0.52,2404,7,4,6
0.52,2404,2,1,7
0.58,2404,9,5,4
0.58,2404,9,5,4
0.6,2404,9,3,3
0.7,2404,9,6,3
0.5,2404,5,2,4
0.52,2404,9,3,2
0.52,2404,9,3,2
0.45,2404,9,1,4
0.51,2404,6,1,5
0.59,2404,9,3,3
0.6,2404,9,2,3
0.5,2404,8,2,4
0.52,2404,9,3,2
0.7,2404,9,7,3
0.51,2404,9,5,5
0.61,2406,9,3,3
0.5,2406,9,2,2
0.55,2406,9,5,4
0.52,2406,9,2,2
0.5,2406,9,0,2
0.5,2406,9,0,2
0.5,2406,9,0,2
0.5,2406,9,4,5
0.5,2406,9,4,5
0.7,2406,9,3,0
0.5,2406,9,4,5
0.9,2406,9,9,0
0.5,2406,9,4,5
0.54,2406,9,3,2
0.67,2406,9,7,3
0.53,2406,9,2,3
0.52,2406,2,1,7
0.6,2406,3,0,2
0.5,2406,9,0,2
0.52,2406,9,5,7
0.5,2406,9,4,5
0.52,2406,5,0,4
0.69,2406,9,7,5
0.53,2406,6,3,5
0.5,2406,8,0,4
0.52,2406,2,2,6
0.5,2406,9,4,5
0.5,2406,9,4,5
0.5,2406,5,0,4
0.5,2406,9,0,2
0.5,2406,5,1,7
0.5,2406,9,4,5
0.5,2406,9,4,5
0.53,2406,9,2,3
0.5,2406,9,0,2
0.5,2406,9,4,5
0.5,2406,9,4,5
0.5,2406,9,0,2
0.5,2406,9,4,5
0.5,2406,9,4,5
0.73,2406,2,6,4
0.6,2406,9,5,2
0.5,2406,9,4,5
0.5,2406,9,4,5
0.5,2406,9,4,5
0.5,2406,9,4,5
0.5,2406,9,4,5
0.5,2406,9,4,5
0.61,2406,5,5,6
0.5,2406,9,4,5
0.5,2406,9,4,5
0.6,2406,9,3,3
0.52,2406,3,0,4
0.4,2406,9,0,6
0.4,2406,9,0,6
0.5,2408,9,0,5
0.47,2408,9,0,4
0.86,2408,7,2,0
0.5,2408,9,6,6
0.5,2408,9,6,6
0.5,2408,9,0,5
0.5,2408,9,0,5
0.5,2408,9,0,5
0.5,2408,9,0,5
0.5,2408,9,0,5
0.41,2408,9,0,2
0.51,2408,9,3,5
0.8,2408,9,6,3
0.59,2408,2,0,4
0.57,2408,9,3,2
0.5,2408,8,3,4
0.5,2408,9,6,7
0.5,2408,6,0,5
0.5,2408,9,1,3
0.5,2408,9,0,5
0.5,2408,0,3,4
0.5,2408,4,3,6
0.5,2408,3,3,5
0.4,2408,9,2,6
0.4,2408,9,2,6
0.51,2408,9,2,5
0.7,2408,9,9,6
0.6,2408,9,5,2
0.6,2408,2,4,4
0.5,2408,9,3,6
0.4,2408,9,1,6
0.4,2408,9,1,6
0.4,2408,9,1,6
0.91,2409,1,10,0
0.5,2410,9,3,2
0.5,2410,9,5,4
0.62,2410,9,1,3
0.5,2410,9,5,4
0.5,2410,9,3,2
0.5,2410,9,3,2
0.51,2410,9,1,2
0.5,2410,9,3,2
0.5,2410,9,5,4
0.75,2410,5,7,4
0.5,2410,9,3,2
0.5,2410,9,3,2
0.5,2410,9,3,2
0.5,2410,9,3,2
0.5,2410,9,5,4
0.73,2410,9,4,0
0.53,2410,8,3,6
0.55,2410,6,4,6
0.5,2410,9,4,4
0.5,2410,9,4,4
0.5,2410,9,4,4
0.5,2410,9,4,4
0.5,2410,9,3,2
0.53,2410,2,1,4
0.5,2410,9,3,2
0.5,2410,9,5,4
0.5,2410,9,5,4
0.51,2410,5,3,7
0.46,2410,9,3,4
0.5,2410,9,3,2
0.5,2410,9,5,4
0.5,2410,9,5,4
0.5,2410,9,3,2
0.5,2410,9,3,2
0.55,2410,7,3,4
0.51,2410,9,1,2
0.63,2412,9,0,0
0.54,2412,9,4,2
0.5,2412,9,4,2
0.99,2412,7,8,2
0.77,2412,9,1,0
0.53,2412,9,4,3
0.6,2412,9,3,3
0.56,2412,9,3,3
0.62,2412,9,6,4
0.62,2412,9,5,2
0.54,2412,9,5,5
0.6,2412,9,4,3
0.53,2412,5,1,7
0.5,2412,2,1,7
0.5,2412,7,0,7
0.55,2412,9,1,3
0.53,2412,9,5,7
0.47,2412,1,10,2
0.93,2412,2,7,3
0.51,2412,3,0,4
0.62,2412,2,5,6
0.61,2412,9,4,3
0.52,2412,4,2,5
0.47,2412,1,10,5
0.5,2412,7,1,6
0.5,2412,5,1,6
0.5,2412,3,1,6
0.51,2412,5,2,6
0.66,2412,8,4,2
0.5,2412,2,1,6
0.5,2412,2,1,6
0.5,2412,9,1,2
0.5,2412,9,1,7
0.5,2412,9,1,7
0.5,2412,2,0,7
0.53,2412,3,3,5
0.44,2412,9,0,7
0.51,2412,3,2,4
0.73,2414,9,6,0
0.55,2414,9,5,7
0.5,2414,9,2,2
0.5,2414,9,2,2
0.6,2414,9,6,4
0.6,2414,9,5,2
0.5,2414,9,2,2
0.52,2414,9,2,5
0.75,2414,9,9,5
0.5,2414,9,2,2
0.5,2414,7,0,4
0.5,2414,9,2,2
0.5,2414,9,0,2
0.5,2414,7,0,4
0.5,2414,7,0,4
0.71,2414,7,5,3
0.71,2414,7,5,4
0.5,2414,3,0,4
0.5,2414,9,4,4
0.5,2414,9,3,2
0.5,2414,9,5,7
0.6,2414,9,3,3
0.6,2414,9,3,3
0.5,2414,9,2,2
0.5,2414,2,0,4
0.71,2414,9,5,0
0.5,2414,9,5,7
0.5,2414,9,5,7
0.5,2414,3,0,4
0.5,2414,9,5,7
0.5,2414,9,2,2
0.5,2414,9,2,2
0.43,2414,9,1,6
0.52,2414,8,1,4
0.5,2414,9,2,2
0.5,2414,9,2,2
0.43,2414,9,3,6
0.5,2414,9,2,2
0.5,2414,2,0,6
0.5,2414,7,2,6
0.5,2414,9,5,7
0.52,2414,9,6,6
0.7,2416,2,7,7
0.7,2416,9,8,4
0.6,2416,9,5,4
0.61,2416,9,3,2
0.51,2416,9,4,5
0.51,2416,9,0,2
0.7,2416,7,6,3
0.5,2416,9,1,2
0.5,2416,9,4,7
0.55,2416,9,1,3
0.54,2416,9,0,5
0.53,2416,5,2,2
0.5,2416,9,1,2
0.5,2416,9,1,2
0.7,2416,9,8,4
0.59,2416,9,5,4
0.5,2416,9,3,4
0.46,2416,9,4,6
0.53,2416,7,1,7
0.5,2416,9,1,2
0.5,2416,9,1,2
0.5,2416,9,1,2
0.7,2416,9,6,3
0.61,2416,9,0,0
0.5,2416,9,5,6
0.51,2416,9,4,5
0.51,2416,5,3,6
0.51,2416,4,0,5
0.56,2416,2,4,7
0.5,2416,9,5,6
0.52,2416,9,1,4
0.51,2416,8,2,7
0.51,2416,8,1,4
0.5,2416,8,0,7
0.5,2416,9,1,5
0.7,2416,9,7,2
0.5,2416,9,4,2
0.5,2416,9,5,5
0.54,2416,9,6,6
0.5,2416,5,1,4
0.55,2416,9,5,5
0.5,2416,9,5,5
0.6,2416,2,3,4
0.7,2416,9,3,0
0.55,2416,9,6,7
0.51,2416,3,0,5
0.51,2416,7,2,7
0.7,2416,5,7,7
0.67,2418,9,0,0
0.81,2418,9,8,0
0.5,2418,9,4,4
0.5,2418,9,4,4
0.5,2418,9,4,4
0.52,2418,9,5,5
1.03,2418,5,8,3
0.5,2418,9,4,4
0.5,2418,9,4,2
0.5,2418,9,4,2
0.93,2418,7,7,0
0.5,2418,9,4,2
0.5,2418,9,4,2
0.5,2418,9,4,2
0.52,2418,9,5,5
0.5,2418,9,4,2
0.5,2418,9,4,2
0.5,2418,9,4,2
0.5,2418,9,4,2
0.5,2418,9,4,2
0.5,2418,9,4,2
0.5,2418,9,5,5
0.5,2418,9,5,5
0.5,2418,9,4,4
0.6,2418,9,5,5
0.5,2418,9,5,5
0.5,2418,9,3,2
0.5,2418,9,4,2
0.5,2418,9,5,5
0.52,2418,9,3,3
0.5,2418,9,5,5
0.5,2418,9,4,2
0.5,2418,9,5,5
0.5,2418,9,4,2
0.63,2418,9,7,6
0.5,2418,9,3,5
0.5,2418,9,4,4
0.51,2418,6,1,5
0.5,2418,9,4,2
0.52,2418,6,4,1
0.5,2418,9,4,4
0.5,2418,8,2,4
0.5,2418,9,4,4
0.5,2418,4,2,4
0.62,2418,9,6,5
0.52,2418,9,5,5
0.52,2418,3,2,4
0.51,2418,4,1,5
0.51,2418,9,0,3
0.5,2418,5,0,5
0.52,2418,2,3,6
0.5,2418,3,2,4
0.45,2418,9,1,6
0.5,2418,6,2,4
0.52,2418,9,5,5
0.5,2418,9,5,5
0.45,2418,9,4,7
0.53,2418,9,0,3
0.5,2418,8,2,4
0.53,2418,9,0,3
0.51,2418,9,0,3
0.53,2418,6,1,1
0.5,2418,9,5,5
0.5,2418,6,2,4
0.45,2418,9,4,7
0.5,2418,9,3,5
0.5,2418,9,5,5
0.5,2418,9,5,5
0.7,2418,9,8,5
0.5,2418,9,5,5
0.8,2420,9,7,2
0.7,2420,9,7,4
0.54,2420,9,6,7
0.54,2420,9,1,2
1.05,2420,3,10,3
0.42,2420,9,1,1
0.53,2420,9,4,5
0.59,2420,5,1,2
0.6,2420,9,2,3
0.5,2420,9,2,5
0.5,2420,9,1,4
0.7,2420,9,7,2
0.54,2420,9,2,3
0.54,2420,9,2,3
0.54,2420,9,2,3
0.54,2420,9,2,3
0.7,2420,9,7,2
0.7,2420,9,7,2
0.54,2420,9,2,5
0.96,2420,5,9,5
0.7,2420,9,3,0
0.7,2420,9,7,2
0.48,2420,9,2,4
0.7,2420,2,6,6
0.7,2420,2,6,6
0.64,2420,2,1,5
0.8,2420,8,3,0
0.6,2420,0,4,7
0.5,2420,9,2,5
0.7,2420,9,7,2
0.72,2420,0,7,6
0.32,2420,8,10,4
0.5,2420,9,1,4
0.45,2420,9,0,4
0.5,2420,9,4,6
0.56,2420,4,4,6
0.54,2420,5,0,5
0.64,2420,2,4,4
0.59,2420,5,5,4
0.59,2420,2,5,4
0.5,2420,9,2,2
0.54,2420,4,2,5
0.7,2420,9,3,0
0.5,2420,9,2,5
0.5,2420,9,2,5
0.6,2420,7,4,7
0.6,2420,5,5,1
0.5,2420,9,1,4
0.5,2420,9,2,5
0.5,2420,9,2,5
0.54,2420,9,6,7
0.56,2421,6,10,2
0.56,2421,8,10,4
0.66,2422,9,7,2
0.6,2422,3,0,2
0.59,2422,9,5,2
0.43,2422,9,2,6
0.4,2422,9,2,1
0.71,2422,9,6,2
0.54,2422,2,5,6
0.56,2422,6,4,4
0.71,2422,2,4,0
0.55,2422,9,5,5
0.52,2422,8,3,6
0.4,2422,9,1,6
0.4,2422,9,1,6
0.5,2422,9,6,6
0.5,2422,9,6,6
0.54,2424,9,2,2
0.81,2424,4,2,0
0.51,2424,9,3,2
0.5,2424,9,4,5
0.63,2424,5,1,3
1.01,2424,9,5,0
0.5,2424,9,4,5
0.5,2424,9,0,2
0.44,2424,9,0,6
0.51,2424,9,3,3
0.5,2424,9,2,2
0.52,2424,9,5,7
0.59,2424,9,4,3
0.59,2424,9,4,3
0.59,2424,9,4,3
0.6,2424,2,4,4
0.51,2424,2,1,6
0.53,2424,5,2,4
0.5,2424,9,4,5
0.5,2424,9,4,5
0.53,2424,9,4,5
0.5,2424,9,1,2
0.52,2424,2,2,7
0.57,2424,8,4,4
0.5,2424,9,0,2
0.7,2424,9,8,5
0.51,2424,9,5,4
0.7,2424,9,8,5
0.5,2424,9,0,2
0.5,2424,9,4,5
0.51,2424,9,3,2
0.51,2424,8,0,7
0.5,2424,9,1,2
0.5,2424,9,4,5
0.51,2424,7,0,6
0.66,2425,1,10,7
0.51,2425,8,10,5
1.02,2425,1,10,0
0.51,2425,8,10,4
0.55,2426,9,5,6
0.52,2426,9,4,5
0.75,2426,9,5,3
0.52,2426,9,0,2
0.63,2426,6,4,2
0.5,2426,9,1,5
0.5,2426,9,4,2
0.5,2426,9,4,2
0.55,2426,9,5,6
0.5,2426,9,2,4
0.5,2426,9,3,2
0.51,2426,9,0,3
0.55,2426,9,1,2
0.51,2426,9,6,6
0.52,2426,3,1,1
0.62,2426,9,6,2
0.53,2426,9,4,6
0.5,2426,9,3,2
0.55,2426,8,0,6
0.5,2426,9,3,2
0.51,2426,4,3,7
0.57,2426,9,2,3
0.61,2426,9,2,3
0.53,2426,2,2,4
0.51,2426,9,1,2
0.5,2426,9,0,7
0.45,2426,6,0,4
0.5,2426,9,0,7
0.5,2426,9,2,4
0.5,2426,9,2,4
0.52,2426,3,3,7
0.54,2426,6,1,7
0.5,2426,9,3,2
0.55,2427,5,10,7
0.81,2427,5,10,5
0.51,2428,9,2,2
0.51,2428,9,1,2
0.51,2428,9,1,2
0.62,2428,9,1,3
0.51,2428,9,3,5
0.51,2428,7,1,7
0.51,2428,9,5,5
0.41,2428,9,1,1
0.51,2428,7,1,7
0.51,2428,7,1,5
0.51,2428,6,0,4
0.51,2428,6,1,4
0.51,2428,1,2,6
0.6,2428,9,5,6
0.51,2428,2,0,4
0.51,2428,9,5,7
0.5,2428,2,1,6
0.5,2428,2,0,6
0.5,2428,2,2,7
0.62,2428,9,2,3
0.53,2428,2,0,7
0.7,2428,9,6,2
0.5,2428,9,6,6
0.5,2428,9,6,6
0.6,2428,9,0,3
0.6,2428,9,6,7
0.5,2428,9,1,3
0.5,2428,9,6,6
0.5,2428,9,6,6
0.56,2428,5,4,4
0.51,2428,2,0,4
0.51,2428,9,1,2
0.93,2429,1,10,4
0.71,2429,1,10,6
0.71,2429,5,10,2
1.0,2430,1,10,2
0.6,2430,9,5,2
0.5,2430,5,10,0
0.6,2430,9,6,4
0.71,2430,9,3,0
0.9,2430,2,6,0
0.8,2430,9,8,3
0.71,2430,9,1,0
0.6,2430,4,0,2
0.6,2430,9,6,5
0.9,2430,3,7,3
0.57,2430,9,0,3
0.5,2430,9,0,5
0.5,2430,9,0,3
0.6,2430,9,6,5
0.5,2430,9,6,4
0.54,2430,9,3,3
0.6,2430,8,10,4
0.72,2430,5,10,7
0.6,2430,5,10,3
0.9,2430,6,4,0
0.5,2430,9,1,3
0.3,2430,5,10,2
0.46,2430,9,2,7
0.45,2430,5,1,7
0.52,2430,6,0,5
0.5,2430,7,1,4
0.6,2430,9,5,2
0.27,2430,6,10,3
0.6,2430,9,2,3
0.27,2430,1,10,5
0.27,2430,8,10,2
0.5,2430,1,10,2
0.27,2430,5,10,3
0.81,2430,9,9,5
0.6,2430,9,7,1
0.6,2430,2,4,4
0.54,2430,8,10,4
0.52,2430,2,3,1
0.5,2430,2,0,6
0.5,2430,3,1,5
0.5,2430,9,5,6
0.45,2430,9,3,4
0.27,2430,8,10,5
0.72,2430,9,6,3
0.6,2430,9,6,5
0.5,2430,5,1,4
0.8,2430,9,9,2
0.52,2430,9,4,7
0.5,2430,9,5,4
0.6,2430,6,3,2
0.6,2430,9,6,4
0.64,2432,9,2,0
0.82,2432,9,9,2
0.5,2432,9,2,2
0.7,2432,9,6,2
0.8,2432,9,9,2
0.8,2432,9,7,0
0.61,2432,9,5,3
0.5,2432,9,2,2
0.7,2432,9,6,2
0.57,2432,9,3,3
0.57,2432,9,5,2
0.5,2432,9,3,7
0.5,2432,4,0,5
0.5,2432,4,0,5
0.53,2432,6,4,1
0.53,2432,7,2,4
0.61,2432,2,5,5
0.51,2432,9,5,5
0.7,2432,5,4,3
0.5,2432,2,1,4
0.5,2432,4,1,4
0.52,2432,9,4,6
0.7,2432,9,6,2
0.5,2432,3,0,4
0.5,2432,6,1,4
0.5,2432,9,5,7
0.5,2432,7,2,7
0.5,2432,9,2,2
0.5,2432,3,0,5
0.5,2432,9,2,2
0.5,2432,6,0,5
0.6,2432,9,4,3
0.58,2432,9,3,3
0.5,2432,9,5,6
0.52,2432,9,6,7
0.56,2432,9,6,7
0.5,2432,9,1,2
0.5,2432,9,5,6
0.53,2432,9,4,2
0.52,2434,9,4,4
0.6,2434,9,4,3
0.53,2434,9,0,3
0.55,2434,9,2,3
0.72,2434,9,8,6
0.6,2434,9,6,6
0.53,2434,9,1,5
0.5,2434,9,5,5
0.5,2434,9,5,5
0.5,2434,9,4,2
0.55,2434,9,2,3
0.5,2434,9,5,5
0.7,2434,9,8,5
0.5,2434,9,4,2
0.7,2434,9,4,0
0.7,2434,9,4,0
0.52,2434,2,1,6
0.52,2434,9,5,1
0.52,2434,2,0,7
0.5,2434,9,2,6
0.6,2434,9,4,5
0.53,2434,5,10,3
0.5,2434,9,4,2
0.7,2434,9,8,5
0.5,2434,9,4,2
0.6,2434,2,4,5
0.6,2434,6,4,5
0.52,2434,5,10,7
0.52,2434,1,10,7
0.5,2434,9,1,2
0.5,2434,9,5,5
0.5,2434,9,5,5
0.5,2434,9,5,5
0.55,2434,9,3,2
0.71,2434,9,4,0
0.5,2434,9,5,5
0.5,2434,9,5,5
0.5,2434,9,1,2
0.5,2434,9,5,5
0.4,2434,9,0,6
0.5,2434,9,5,5
0.6,2434,9,4,3
0.53,2434,9,6,4
0.51,2436,9,5,5
0.51,2436,9,4,2
0.55,2436,9,3,3
0.52,2436,9,4,2
0.51,2436,9,0,2
0.42,2436,9,0,5
0.54,2436,9,4,2
0.7,2436,9,5,3
0.6,2436,9,6,6
0.58,2436,7,4,6
0.59,2436,6,5,5
0.79,2436,8,6,3
0.5,2436,9,0,2
0.7,2436,6,5,5
0.58,2436,6,1,2
0.5,2436,7,1,5
0.55,2436,7,3,4
0.5,2436,6,3,4
0.5,2436,6,3,4
0.59,2436,5,5,5
0.42,2436,5,1,6
0.51,2436,8,2,4
0.7,2436,9,5,3
0.72,2480,9,2,0
0.5,2480,9,0,2
0.5,2480,9,4,7
0.5,2480,3,2,4
0.5,2480,9,4,5
0.6,2480,9,5,2
0.41,2480,9,0,6
0.51,2480,8,1,7
0.53,2480,5,4,6
0.5,2480,9,4,5
0.5,2480,9,4,7
0.5,2480,9,0,2
0.5,2480,3,2,4
0.5,2480,9,4,5
