carat_weight,total_sales_price,cut,color,clarity
0.3,908,9,1,2
0.3,908,9,3,5
0.3,908,9,3,5
0.33,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.35,908,9,1,3
0.3,908,9,3,5
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,3,5
0.3,908,9,3,5
0.3,908,9,3,5
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.33,908,9,1,2
0.33,908,9,1,2
0.3,908,9,1,2
0.32,908,9,1,4
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.32,908,9,0,5
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,3,5
0.43,908,9,7,4
0.36,908,9,4,2
0.31,908,9,5,5
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.31,908,9,5,5
0.31,908,9,5,5
0.3,908,9,4,2
0.3,908,9,5,7
0.3,908,9,5,7
0.3,908,9,4,2
0.35,908,9,1,2
0.3,908,9,4,2
0.3,908,9,4,2
0.33,908,9,3,4
0.31,908,9,3,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.34,908,9,4,6
0.3,908,9,3,5
0.33,908,9,4,1
0.31,908,9,0,5
0.35,908,9,7,7
0.4,908,9,7,7
0.31,908,9,5,5
0.36,908,9,6,2
0.31,908,9,5,5
0.35,908,9,6,5
0.42,908,9,6,3
0.42,908,9,7,2
0.4,908,9,8,5
0.35,908,9,6,5
0.35,908,9,6,5
0.3,908,9,0,5
0.3,908,4,3,6
0.31,908,7,0,7
0.35,908,9,4,2
0.36,908,4,3,6
0.42,908,9,4,3
0.4,908,9,7,5
0.31,908,9,3,2
0.31,908,9,5,6
0.3,908,9,1,2
0.3,908,9,0,5
0.31,908,9,0,2
0.3,908,9,5,6
0.3,908,9,4,7
0.3,908,9,2,5
0.3,908,9,1,7
0.3,908,9,0,7
0.3,908,9,5,1
0.3,908,9,5,6
0.3,908,9,0,4
0.3,908,9,0,5
0.3,908,9,1,2
0.3,908,9,0,2
0.34,908,9,2,3
0.3,908,9,5,5
0.36,908,9,4,3
0.7,908,9,6,0
0.3,908,9,0,2
0.3,908,9,1,2
0.31,908,9,5,5
0.3,908,9,1,2
0.3,908,9,4,2
0.3,908,9,2,5
0.31,908,9,3,2
0.3,908,9,1,2
0.3,908,9,3,2
0.31,908,9,3,2
0.3,908,9,1,4
0.35,908,9,7,7
0.35,908,9,8,1
0.3,908,9,4,4
0.31,908,9,0,3
0.3,908,9,1,2
0.33,908,9,6,4
0.4,908,9,1,3
0.3,908,9,1,5
0.3,908,9,1,5
0.3,908,9,2,4
0.3,908,9,1,5
0.31,908,9,1,5
0.25,908,9,0,4
0.3,908,9,5,7
0.36,908,9,0,0
0.3,908,9,0,5
0.3,908,9,0,5
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.35,908,9,6,7
0.36,908,9,4,2
0.42,908,9,4,3
0.3,908,9,0,7
0.3,908,9,0,5
0.3,908,9,0,5
0.3,908,9,1,2
0.35,908,9,4,2
0.3,908,9,5,7
0.36,908,9,1,3
0.42,908,9,2,0
0.3,908,9,3,5
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.31,908,9,3,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.4,908,4,6,5
0.3,908,5,0,4
0.3,908,9,1,5
0.3,908,9,2,5
0.3,908,9,1,5
0.3,908,9,0,2
0.3,908,9,1,2
0.35,908,9,7,6
0.3,908,9,3,5
0.24,908,9,4,4
0.24,908,9,4,4
0.24,908,9,4,4
0.3,908,7,3,6
0.41,908,6,5,5
0.3,908,9,3,5
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.4,908,9,7,7
0.4,908,2,2,2
0.35,908,6,0,5
0.31,908,5,3,4
0.3,908,5,0,4
0.3,908,9,3,5
0.33,908,9,1,2
0.33,908,9,1,2
0.33,908,9,2,2
0.35,908,9,6,5
0.35,908,9,4,2
0.27,908,9,2,7
0.3,908,2,2,7
0.3,908,9,4,4
0.3,908,9,3,5
0.3,908,9,1,2
0.3,908,2,2,7
0.32,908,2,0,7
0.3,908,9,1,2
0.3,908,9,3,5
0.3,908,9,1,4
0.3,908,9,3,5
0.3,908,9,3,5
0.3,908,9,3,5
0.31,908,9,1,4
0.3,908,9,4,4
0.3,908,9,3,5
0.33,908,9,1,2
0.3,908,5,0,4
0.26,908,4,1,7
0.3,908,6,3,4
0.32,908,9,1,4
0.33,908,9,1,2
0.33,908,9,1,2
0.33,908,9,4,7
0.3,908,2,1,6
0.3,908,9,3,5
0.3,908,9,3,5
0.33,908,9,1,2
0.33,908,9,1,2
0.33,908,9,1,2
0.3,908,9,3,5
0.3,908,9,2,6
0.26,908,5,2,6
0.3,908,5,2,6
0.33,908,9,1,2
0.33,908,9,1,2
0.3,908,9,3,1
0.33,908,9,1,2
0.3,908,9,3,5
0.3,908,9,3,5
0.33,908,9,1,2
0.34,908,2,2,7
0.3,908,9,1,6
0.31,908,4,4,6
0.3,908,9,1,4
0.31,908,9,3,2
0.3,908,9,3,5
0.31,908,2,1,6
0.34,908,2,1,4
0.25,908,9,0,4
0.25,908,9,0,4
0.35,908,9,4,2
0.3,908,8,1,6
0.3,908,4,2,7
0.35,908,9,1,3
0.33,908,9,1,2
0.3,908,8,1,5
0.31,908,9,3,2
0.33,908,9,1,2
0.35,908,9,4,2
0.35,908,9,4,2
0.34,908,9,4,4
0.35,908,2,1,4
0.3,908,9,2,5
0.33,908,9,4,7
0.3,908,9,5,4
0.36,908,9,7,1
0.3,908,9,4,4
0.33,908,9,5,7
0.25,908,9,2,7
0.31,908,9,0,2
0.3,908,9,3,2
0.3,908,9,3,2
0.4,908,9,7,5
0.3,908,9,5,7
0.3,908,9,1,4
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,5,7
0.36,908,6,1,3
0.3,908,9,5,7
0.3,908,9,0,5
0.42,908,9,7,2
0.32,908,9,5,7
0.25,908,9,0,4
0.34,908,9,6,4
0.34,908,9,6,4
0.3,908,2,0,7
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,2
0.3,908,9,1,4
0.3,908,9,1,4
0.3,908,9,5,7
0.33,908,2,1,1
0.3,908,9,1,4
0.3,908,9,1,2
0.3,908,9,3,5
0.3,908,9,3,5
0.36,908,9,4,2
0.3,908,9,1,2
0.3,908,9,0,5
0.3,908,9,4,4
0.33,908,9,5,7
0.31,908,6,1,5
0.33,908,9,6,6
0.3,908,9,3,6
0.3,908,9,3,5
0.3,908,9,1,2
0.3,908,9,3,5
0.3,908,9,3,5
0.33,908,9,6,1
0.3,908,9,3,5
0.36,908,2,4,7
0.3,908,9,0,5
0.35,908,9,4,2
0.3,908,9,1,4
0.3,908,9,5,7
0.31,908,9,2,5
0.3,908,9,2,7
0.3,908,9,4,4
0.3,908,9,1,4
0.32,908,9,3,5
0.31,908,9,2,5
0.3,908,9,1,4
0.3,908,9,1,2
0.31,908,9,4,7
0.3,908,9,1,2
0.31,908,9,2,5
0.3,908,9,2,7
0.3,908,9,4,4
0.31,908,9,1,2
0.3,908,9,2,7
0.43,908,9,6,2
0.25,909,4,10,0
0.5,910,7,7,3
0.3,910,9,1,5
0.4,910,9,8,7
0.5,910,9,6,0
0.3,910,9,1,5
0.4,910,9,1,0
0.38,910,4,0,3
0.36,910,9,3,2
0.32,910,9,2,2
0.33,910,9,2,3
0.3,910,9,0,2
0.32,910,9,1,3
0.33,910,9,2,3
0.33,910,9,2,3
0.32,910,9,4,5
0.33,910,9,2,3
0.32,910,9,2,2
0.5,910,9,9,3
0.32,910,9,1,2
0.4,910,9,7,4
0.33,910,9,2,3
0.33,910,9,2,3
0.4,910,9,5,3
0.33,910,9,2,3
0.4,910,9,7,5
0.33,910,9,2,3
0.33,910,9,2,3
0.38,910,9,5,5
0.23,910,9,0,7
0.26,910,9,0,4
0.35,910,4,3,1
0.23,910,9,4,6
0.3,910,9,0,2
0.5,910,6,4,0
0.3,910,9,2,5
0.29,910,9,1,5
0.3,910,9,0,7
0.31,910,9,1,4
0.3,910,9,0,7
0.31,910,9,2,4
0.3,910,9,2,5
0.3,910,9,0,7
0.4,910,9,8,7
0.3,910,9,3,2
0.3,910,9,5,5
0.31,910,9,4,2
0.4,910,9,7,5
0.3,910,9,2,7
0.31,910,9,2,5
0.31,910,9,2,5
0.4,910,9,1,0
0.4,910,9,7,5
0.5,910,9,9,2
0.5,910,9,2,0
0.32,910,9,4,5
0.3,910,9,5,6
0.38,910,9,5,5
0.35,910,9,5,4
0.3,910,9,4,5
0.26,910,9,0,4
0.26,910,9,0,5
0.3,910,9,3,4
0.3,916,9,3,4
0.3,916,9,4,6
0.32,916,9,2,5
0.3,916,9,0,5
0.3,916,9,0,5
0.3,916,9,0,7
0.3,916,9,0,7
0.3,916,9,0,2
0.3,916,9,0,2
0.31,916,9,3,7
0.3,916,9,4,6
0.3,916,9,0,2
0.32,916,9,2,2
0.32,916,9,0,2
0.31,916,9,1,2
0.31,916,9,4,2
0.33,916,9,5,5
0.33,916,9,1,3
0.32,916,9,6,1
0.3,916,9,2,5
0.32,916,9,3,2
0.33,916,9,1,3
0.32,916,9,0,3
0.32,916,9,0,3
0.4,916,9,0,3
0.3,916,9,0,5
0.33,916,9,3,2
0.34,916,9,4,2
0.25,916,9,0,4
0.32,916,9,2,5
0.33,916,9,5,7
0.33,916,9,5,7
0.5,916,9,9,5
0.43,916,9,7,2
0.3,916,9,1,4
0.3,916,9,5,7
0.33,916,9,3,2
0.33,916,9,3,2
0.24,916,9,1,4
0.3,916,5,0,4
0.3,916,9,5,5
0.31,916,9,1,2
0.3,916,9,3,4
0.3,916,9,3,4
0.3,916,9,3,4
0.3,916,9,3,4
0.3,916,9,3,4
0.3,916,9,3,4
0.3,916,9,0,4
0.25,916,9,0,4
0.33,916,9,6,6
0.3,916,9,3,4
0.3,916,9,4,5
0.3,916,9,3,4
0.33,916,9,1,3
0.33,916,9,5,6
0.33,916,2,0,4
0.33,916,5,3,4
0.31,916,3,2,5
0.25,916,9,1,7
0.32,916,2,0,4
0.33,916,6,2,5
0.32,916,4,1,5
0.43,916,9,7,2
0.33,916,9,3,2
0.25,916,9,2,7
0.25,916,9,1,7
0.25,916,9,0,7
0.31,916,9,6,7
0.4,916,9,5,5
0.25,916,9,2,7
0.35,916,9,1,3
0.32,916,2,0,4
0.51,916,5,8,4
0.33,916,7,1,4
0.32,916,7,1,7
0.32,916,9,0,2
0.52,916,5,7,2
0.32,916,5,0,5
0.25,916,5,0,6
0.28,916,5,0,4
0.31,916,9,3,6
0.25,916,9,2,7
0.31,916,2,1,6
0.3,916,8,3,1
0.29,916,5,0,5
0.27,916,8,1,7
0.25,916,9,2,7
0.28,916,6,3,6
0.3,916,6,3,7
0.33,916,9,2,5
0.3,916,9,2,6
0.3,916,9,2,7
0.25,916,5,0,6
0.24,916,9,0,5
0.34,916,2,0,2
0.3,916,9,0,7
0.3,916,9,2,6
0.29,916,7,2,7
0.27,916,5,1,7
0.3,916,9,0,7
0.31,916,2,0,6
0.3,916,9,2,6
0.25,916,9,2,6
0.25,916,9,2,6
0.3,916,9,2,7
0.3,916,2,2,7
0.32,916,9,2,5
0.24,916,9,0,5
0.41,916,4,3,3
0.35,916,9,0,2
0.31,916,3,4,7
0.3,916,9,1,4
0.3,916,9,1,4
0.33,916,9,4,4
0.3,916,9,0,5
0.3,916,9,1,4
0.3,916,9,1,4
0.32,916,9,4,2
0.5,916,9,8,3
0.3,916,9,0,5
0.33,916,2,2,6
0.3,916,9,1,4
0.25,916,9,1,6
0.23,916,9,1,1
0.27,916,9,0,5
0.27,916,9,0,4
0.33,916,9,3,2
0.33,916,9,3,2
0.32,916,9,4,7
0.32,916,9,2,5
0.33,916,9,3,2
0.33,916,9,4,4
0.33,916,9,5,6
0.32,916,9,5,6
0.33,916,9,5,6
0.33,916,9,0,3
0.41,916,9,8,5
0.5,916,9,8,3
0.3,916,9,1,4
0.3,916,9,1,4
0.3,916,9,1,4
0.3,916,9,0,5
0.3,916,9,0,5
0.33,916,9,4,4
0.33,916,2,2,6
0.3,916,9,1,4
0.32,916,9,4,2
0.3,916,9,1,4
0.24,916,9,2,6
0.31,916,3,1,5
0.33,916,2,3,6
0.36,916,9,4,5
0.43,916,9,8,7
0.43,916,8,5,4
0.3,916,9,4,1
0.32,916,9,2,5
0.36,916,9,7,7
0.28,916,9,4,7
0.27,916,9,2,4
0.3,916,9,0,5
0.3,916,9,0,5
0.3,916,9,1,4
0.33,916,9,3,5
0.3,916,9,2,7
0.3,916,9,2,7
0.3,916,9,1,4
0.3,916,9,1,6
0.33,916,9,3,2
0.3,916,9,1,4
0.31,918,9,1,2
0.36,918,9,5,5
0.31,918,9,2,2
0.3,918,4,0,3
0.3,918,9,4,5
0.49,918,9,3,0
0.36,918,9,6,6
0.5,918,9,7,3
0.36,918,3,0,3
0.51,918,5,7,5
0.51,918,1,10,0
0.35,918,9,6,6
0.3,918,9,4,2
0.33,918,9,2,2
0.33,918,9,2,2
0.35,918,9,6,4
0.35,918,9,0,3
0.35,918,9,0,3
0.31,918,9,4,5
0.3,918,9,2,5
0.3,918,9,2,5
0.3,918,9,0,2
0.3,918,9,2,5
0.3,918,9,1,5
0.3,918,9,2,5
0.3,918,9,1,5
0.35,918,9,6,4
0.3,918,9,2,5
0.3,918,9,2,5
0.3,918,9,0,2
0.3,918,9,2,5
0.34,918,9,1,3
0.46,918,6,6,2
0.34,918,9,5,5
0.36,918,9,5,5
0.31,918,9,5,4
0.3,918,9,4,2
0.3,918,9,4,2
0.3,918,9,4,2
0.3,918,9,4,2
0.31,918,9,5,4
0.31,918,9,4,5
0.37,918,9,4,5
0.37,918,9,4,5
0.35,918,9,3,2
0.3,918,9,3,4
0.3,918,9,4,7
0.33,918,9,4,5
0.31,918,9,5,4
0.31,918,9,5,4
0.42,918,9,8,5
0.35,918,9,7,6
0.35,918,9,3,2
0.36,918,9,4,3
0.31,918,9,6,1
0.3,918,9,4,2
0.35,918,9,2,3
0.35,918,9,6,4
0.23,918,9,1,1
0.23,918,9,1,1
0.31,918,9,2,2
0.35,918,9,0,3
0.3,918,9,2,5
0.3,918,5,3,4
0.3,918,9,3,4
0.3,918,5,3,4
0.3,918,9,2,5
0.3,918,9,2,5
0.31,918,9,4,4
0.31,918,9,2,4
0.3,918,9,0,5
0.34,918,9,4,2
0.3,918,9,4,6
0.3,918,9,5,4
0.3,918,9,0,2
0.3,918,9,3,4
0.31,918,9,1,5
0.3,918,9,0,5
0.3,918,9,4,6
0.3,918,9,0,7
0.32,918,9,3,2
0.3,918,9,5,6
0.3,918,9,1,5
0.3,918,9,4,2
0.3,918,9,2,5
0.3,918,9,1,5
0.3,918,9,1,5
0.3,918,9,3,2
0.3,918,9,1,5
0.3,918,9,1,5
0.3,918,9,4,5
0.35,918,9,7,6
0.35,918,9,2,3
0.3,918,9,3,2
0.3,918,9,3,2
0.3,918,9,3,2
0.3,918,9,5,6
0.3,918,9,1,5
0.3,918,9,3,2
0.3,918,9,3,2
0.3,918,9,5,5
0.3,918,9,3,2
0.3,918,9,5,4
0.4,918,9,8,4
0.4,918,9,6,2
0.3,918,9,2,2
0.3,918,9,1,2
0.37,918,9,6,5
0.3,918,9,2,2
0.4,918,9,8,6
0.3,918,9,5,6
0.34,918,9,0,3
0.31,918,9,2,2
0.3,918,5,2,5
0.3,918,5,2,5
0.3,918,3,1,4
0.23,918,9,1,6
0.3,918,9,2,5
0.31,918,9,2,2
0.31,918,9,2,2
0.3,918,4,0,4
0.3,918,3,2,5
0.22,918,9,0,1
0.3,918,9,5,7
0.3,918,9,3,7
0.3,918,9,1,5
0.3,918,9,1,5
0.3,918,9,2,4
0.3,918,9,3,4
0.3,918,9,3,4
0.5,918,9,9,3
0.3,918,9,4,7
0.3,918,9,1,5
0.3,918,9,5,7
0.3,918,9,5,7
0.3,918,9,1,5
0.3,918,9,3,7
0.3,918,9,1,5
0.3,918,9,4,7
0.3,918,9,1,2
0.3,918,9,3,7
0.5,918,9,9,2
0.23,918,9,2,6
0.3,918,9,4,7
0.32,918,9,2,2
0.36,918,7,3,5
0.35,918,6,2,7
0.36,918,5,3,5
0.3,918,5,1,4
0.51,918,9,5,0
0.35,918,9,7,6
0.34,918,7,1,5
0.3,918,6,0,4
0.33,918,6,0,5
0.3,918,4,0,5
0.3,918,9,4,2
0.3,918,3,0,4
0.3,918,9,4,2
0.3,918,9,4,2
0.3,918,9,0,4
0.3,918,9,0,4
0.3,918,9,0,4
0.3,918,9,0,4
0.31,918,9,3,2
0.3,918,9,3,2
0.36,918,9,7,6
0.41,918,9,6,3
0.3,918,9,3,2
0.33,918,9,2,2
0.33,918,9,2,2
0.3,918,9,1,5
0.3,918,9,1,2
0.3,918,9,1,5
0.28,918,5,0,4
0.35,918,9,6,6
0.23,918,9,2,6
0.35,918,9,6,4
0.25,918,9,4,1
0.3,918,9,0,6
0.23,918,9,1,6
0.23,918,9,2,6
0.23,918,9,2,6
0.3,918,6,3,7
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.31,918,6,2,4
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,7
0.23,918,9,2,6
0.23,918,9,2,6
0.32,918,7,2,7
0.25,918,5,0,6
0.3,918,9,3,7
0.25,918,6,0,6
0.31,918,8,2,4
0.23,918,9,1,6
0.23,918,9,1,6
0.23,918,9,1,6
0.23,918,9,1,6
0.23,918,9,1,6
0.35,918,4,4,7
0.23,918,9,1,6
0.31,918,5,3,4
0.23,918,9,2,6
0.3,918,9,2,5
0.23,918,9,2,6
0.26,918,9,3,7
0.3,918,9,4,5
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.3,918,9,4,5
0.23,918,9,2,6
0.31,918,2,3,6
0.3,918,2,1,7
0.23,918,9,1,6
0.23,918,9,1,6
0.23,918,9,1,6
0.35,918,4,4,7
0.23,918,9,2,6
0.23,918,9,2,6
0.3,918,6,1,4
0.29,918,5,1,4
0.3,918,5,0,4
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.3,918,6,2,7
0.35,918,2,2,4
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.23,918,9,2,6
0.3,918,9,0,6
0.3,918,9,1,5
0.23,918,9,2,6
0.23,918,9,2,6
0.3,918,6,1,4
0.24,918,5,1,1
0.3,918,9,1,5
0.3,918,9,0,2
0.31,918,2,1,4
0.3,918,2,2,6
0.35,918,4,4,7
0.23,918,9,1,6
0.23,918,9,1,1
0.31,918,9,1,2
0.3,918,9,2,4
0.31,918,9,4,5
0.31,918,9,5,7
0.3,918,2,2,6
0.5,918,9,7,3
0.31,918,9,1,2
0.3,918,9,2,4
0.3,918,9,2,4
0.31,918,9,4,5
0.3,918,9,2,4
0.38,918,9,7,6
0.31,918,9,2,2
0.3,918,9,4,5
0.31,918,9,1,2
0.3,918,9,4,6
0.3,918,9,2,4
0.31,918,9,5,7
0.3,918,9,2,4
0.31,918,9,1,2
0.31,918,9,1,2
0.3,918,9,2,4
0.3,918,9,2,4
0.3,918,9,4,7
0.31,918,9,4,5
0.3,918,9,3,4
0.34,918,9,3,2
0.3,918,1,10,3
0.3,918,9,0,2
0.35,918,9,5,4
0.3,918,9,2,4
0.26,918,9,3,7
0.3,918,9,4,6
0.3,918,9,3,7
0.3,918,9,2,4
0.36,918,9,2,3
0.31,918,9,1,2
0.31,918,9,5,7
0.31,918,9,3,2
0.3,918,9,2,2
0.3,918,9,5,4
0.3,918,9,2,2
0.31,918,9,5,4
0.25,918,9,3,6
0.32,918,9,6,6
0.3,918,9,1,2
0.36,918,9,2,3
0.37,918,9,2,3
0.31,918,9,2,2
0.3,918,9,4,5
0.31,918,9,2,2
0.31,918,9,2,2
0.31,918,9,2,2
0.24,918,9,2,6
0.3,918,9,2,5
0.3,918,9,2,4
0.3,918,9,3,7
0.3,918,9,4,6
0.35,918,9,5,4
0.26,918,9,3,7
0.3,918,9,2,4
0.3,918,9,1,2
0.24,918,9,1,1
0.24,918,9,0,7
0.3,918,9,1,5
0.3,918,9,0,2
0.23,918,9,0,6
0.25,918,9,3,6
0.23,918,9,0,7
0.31,918,9,5,4
0.3,918,9,0,5
0.31,918,9,2,2
0.32,918,3,5,6
0.34,918,9,3,5
0.35,918,9,7,6
0.26,918,9,1,4
0.31,918,9,2,2
0.4,918,3,6,4
0.5,918,5,0,0
0.34,918,9,6,6
0.35,918,9,2,2
0.31,918,9,2,2
0.3,918,9,0,6
0.3,918,9,4,7
0.33,918,9,5,4
0.38,918,9,6,4
0.31,918,9,2,2
0.32,918,9,6,6
0.32,918,9,6,6
0.3,918,9,2,2
0.26,918,9,3,6
0.36,918,9,7,6
0.3,918,9,5,6
0.31,918,9,2,2
0.31,918,9,2,2
0.3,918,9,2,2
0.26,918,9,0,4
0.26,918,9,3,6
0.26,918,9,0,4
0.36,918,9,7,6
0.31,918,9,1,2
0.3,918,9,2,2
0.35,918,9,0,3
0.35,918,9,4,5
0.3,918,9,0,2
0.3,918,9,2,2
0.31,918,9,2,2
0.3,918,9,5,6
0.3,918,9,2,2
0.3,918,9,1,5
0.32,918,9,6,6
0.3,918,9,3,7
0.3,918,9,4,6
0.3,918,9,5,1
0.3,918,9,5,4
0.32,918,9,6,6
0.26,918,9,4,6
0.3,918,9,1,5
0.36,918,9,5,2
0.3,920,9,3,5
0.57,920,9,9,3
0.3,920,9,3,5
0.31,920,9,3,2
0.31,920,9,3,2
0.31,920,9,3,2
0.31,920,9,3,2
0.31,920,9,3,2
0.31,920,9,3,2
0.34,920,9,4,2
0.3,920,9,1,2
0.3,920,9,2,5
0.3,920,9,2,5
0.3,920,9,1,2
0.3,920,9,1,2
0.4,920,5,3,3
0.35,920,9,6,7
0.31,920,9,0,3
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,3,5
0.4,920,9,6,7
0.3,920,9,2,5
0.3,920,9,4,4
0.31,920,9,3,2
0.33,920,9,4,6
0.31,920,9,3,5
0.3,920,9,1,2
0.3,920,9,1,2
0.34,920,9,1,3
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,5,7
0.31,920,9,0,4
0.34,920,9,2,2
0.37,920,9,2,3
0.34,920,3,4,4
0.3,920,9,3,5
0.35,920,9,7,1
0.3,920,9,1,2
0.3,920,9,1,2
0.32,920,9,7,6
0.3,920,9,3,5
0.4,920,9,3,0
0.34,920,7,0,2
0.3,920,9,3,5
0.3,920,9,1,2
0.5,920,2,9,6
0.34,920,5,1,2
0.3,920,9,5,7
0.42,920,9,6,3
0.34,920,9,6,7
0.31,920,9,0,3
0.35,920,9,6,5
0.3,920,9,1,2
0.31,920,9,0,3
0.3,920,9,4,4
0.3,920,9,5,7
0.3,920,9,4,4
0.3,920,9,5,7
0.31,920,9,5,5
0.3,920,9,1,2
0.31,920,9,5,5
0.3,920,9,5,7
0.3,920,9,5,7
0.3,920,9,5,7
0.3,920,9,5,7
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,3,5
0.31,920,9,0,4
0.41,920,9,7,5
0.31,920,9,2,5
0.41,920,9,1,0
0.33,920,9,6,5
0.35,920,9,6,5
0.3,920,9,5,7
0.3,920,9,4,4
0.31,920,9,5,5
0.35,920,9,6,5
0.3,920,9,1,2
0.3,920,9,5,7
0.31,920,9,3,2
0.3,920,9,5,7
0.41,920,9,5,3
0.3,920,9,5,7
0.4,920,5,4,2
0.3,920,6,2,7
0.33,920,6,0,7
0.34,920,2,4,7
0.3,920,9,1,4
0.3,920,9,5,4
0.3,920,9,5,4
0.3,920,9,4,6
0.32,920,9,2,5
0.32,920,9,2,5
0.31,920,9,3,7
0.3,920,9,4,6
0.3,920,9,4,6
0.3,920,9,5,4
0.3,920,9,1,7
0.3,920,9,0,4
0.3,920,9,5,4
0.31,920,9,1,5
0.3,920,9,3,5
0.3,920,9,3,5
0.34,920,9,2,3
0.3,920,9,5,7
0.35,920,9,7,1
0.37,920,9,7,6
0.37,920,9,7,6
0.35,920,9,7,1
0.35,920,9,7,1
0.37,920,9,7,6
0.31,920,9,5,5
0.31,920,9,0,3
0.3,920,9,1,2
0.35,920,9,6,5
0.3,920,9,3,5
0.3,920,9,1,2
0.31,920,9,0,3
0.35,920,9,1,3
0.3,920,9,1,2
0.3,920,9,3,5
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.31,920,9,0,3
0.3,920,9,1,2
0.31,920,9,0,3
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,3,5
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,9,1,2
0.3,920,6,1,4
0.35,920,9,4,2
0.3,920,9,3,5
0.3,920,9,4,4
0.3,920,9,3,5
0.3,920,9,3,5
0.3,920,9,5,7
0.3,920,9,3,5
0.34,920,9,4,2
0.41,920,9,7,5
0.3,920,9,5,7
0.29,920,4,0,4
0.27,920,9,1,5
0.27,920,9,1,5
0.3,920,2,1,4
0.35,920,4,3,5
0.32,920,6,0,5
0.3,920,6,1,4
0.3,920,9,4,4
0.3,920,9,4,4
0.3,920,9,4,4
0.3,920,9,4,4
0.33,920,9,1,2
0.32,920,9,6,1
0.3,920,9,4,5
0.3,920,9,4,4
0.32,920,9,2,2
0.32,920,9,2,2
0.35,920,9,2,3
0.3,920,9,3,5
0.32,920,9,4,6
0.35,920,9,4,2
0.35,920,9,4,2
0.31,920,5,3,4
0.36,920,9,4,2
0.3,920,6,1,4
0.29,920,5,0,5
0.37,920,6,1,5
0.34,920,2,1,1
0.26,920,9,3,5
0.26,920,9,4,5
0.3,920,9,1,2
0.34,920,9,1,3
0.28,920,9,4,6
0.27,920,9,0,4
0.27,920,9,2,4
0.29,920,4,0,4
0.28,920,5,0,4
0.34,920,6,2,5
0.3,920,9,2,6
0.3,920,9,2,6
0.3,920,9,5,7
0.3,920,9,5,7
0.41,920,9,6,5
0.32,920,9,3,2
0.37,920,9,1,3
0.37,920,9,1,3
0.23,920,9,1,1
0.41,920,1,6,5
0.37,920,9,6,7
0.27,920,9,2,5
0.31,920,9,3,2
0.31,920,9,1,7
0.27,920,9,2,4
0.29,920,5,3,7
0.34,920,2,0,7
0.29,920,5,0,5
0.3,920,5,2,7
0.34,920,9,2,2
0.31,920,8,0,7
0.25,920,5,0,6
0.29,920,5,3,7
0.3,920,6,3,6
0.3,920,9,2,5
0.3,920,9,2,5
0.27,920,9,1,5
0.33,920,9,3,7
0.27,920,9,2,5
0.3,920,9,2,5
0.3,920,9,2,5
0.3,920,9,2,5
0.31,920,9,1,7
0.3,920,9,3,6
0.41,920,4,3,3
0.3,920,9,5,7
0.27,920,9,1,5
0.3,920,9,5,7
0.31,920,9,0,4
0.32,920,5,3,4
0.3,920,5,1,4
